prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
009,1967-11-30,FROM,UNKNOWN,Total Norge AS,5.11200,NULL,20828,848,9999-12-31,2013-05-08
009,1967-11-30,FROM,UNKNOWN,Petropar Norge A/S,31.95000,NULL,20828,650,9999-12-31,2013-05-08
009,1967-11-30,TO,UNKNOWN,Aquitaine Norge A/S,0.14200,NULL,20828,111,9999-12-31,2013-05-08
009,1967-11-30,TO,UNKNOWN,Norsk Hydro Produksjon AS,16.80000,NULL,20828,430,9999-12-31,2013-05-08
009,1967-11-30,TO,UNKNOWN,Elf Norge A/S,21.58400,NULL,20828,287,9999-12-31,2013-05-08
009,1967-06-20,FROM,UNKNOWN,Auxirap Norge A/S,21.30000,NULL,20828,133,9999-12-31,2013-05-08
009,1967-06-20,TO,UNKNOWN,Petropar Norge A/S,21.30000,NULL,20828,650,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Aquitaine Norge A/S,2.66200,NULL,20828,111,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Auxirap Norge A/S,5.32500,NULL,20828,133,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Cofranord A/S,0.40000,NULL,20828,199,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Coparex Norge A/S,0.52500,NULL,20828,243,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Eurafrep Norge A/S,0.60000,NULL,20828,364,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Norsk Hydro Produksjon AS,2.50000,NULL,20828,430,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Petropar Norge A/S,2.66300,NULL,20828,650,9999-12-31,2013-05-08
009,1967-01-01,FROM,UNKNOWN,Total Norge AS,5.32500,NULL,20828,848,9999-12-31,2013-05-08
009,1967-01-01,TO,UNKNOWN,Phillips Petroleum Company Norway,14.78000,NULL,20828,694,9999-12-31,2013-05-08
009,1967-01-01,TO,UNKNOWN,Norsk Agip  AS,5.22000,NULL,20828,45,9999-12-31,2013-05-08
011,1997-02-24,FROM,UNKNOWN,Amoco Norway Oil Company,20.00000,NULL,20844,78,9999-12-31,2013-05-08
011,1997-02-24,TO,UNKNOWN,Norske Conoco A/S,20.00000,NULL,20844,221,9999-12-31,2013-05-08
011,1995-05-09,FROM,UNKNOWN,A/S Norske Shell,50.00000,NULL,20844,562,9999-12-31,2013-05-08
011,1995-05-09,TO,UNKNOWN,Amoco Norway Oil Company,50.00000,NULL,20844,78,9999-12-31,2013-05-08
013,1977-07-31,FROM,UNKNOWN,Deminex Norge AS,43.00000,NULL,20860,254,9999-12-31,2013-05-08
013,1977-07-31,FROM,UNKNOWN,Pelican AS,21.00000,NULL,20860,606,9999-12-31,2013-05-08
013,1977-07-31,TO,UNKNOWN,Petroswede Norge A/S,8.00000,NULL,20860,672,9999-12-31,2013-05-08
013,1977-07-31,TO,UNKNOWN,Saga Petroleum ASA,16.00000,NULL,20860,716,9999-12-31,2013-05-08
013,1977-07-31,TO,UNKNOWN,Scandinavian Sun Oil A/S,20.00000,NULL,20860,727,9999-12-31,2013-05-08
013,1977-07-31,TO,UNKNOWN,Den norske stats oljeselskap a.s,20.00000,NULL,20860,749,9999-12-31,2013-05-08
013,1976-12-31,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20860,188,9999-12-31,2013-05-08
013,1976-12-31,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20860,210,9999-12-31,2013-05-08
013,1976-12-31,FROM,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20860,672,9999-12-31,2013-05-08
013,1976-12-31,FROM,UNKNOWN,Texaco Exploration Norway AS,12.50000,NULL,20860,804,9999-12-31,2013-05-08
013,1976-12-31,TO,UNKNOWN,Deminex Norge AS,54.37500,NULL,20860,254,9999-12-31,2013-05-08
013,1976-12-31,TO,UNKNOWN,Pelican AS,15.00000,NULL,20860,606,9999-12-31,2013-05-08
013,1975-01-01,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20860,188,9999-12-31,2013-05-08
013,1975-01-01,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20860,210,9999-12-31,2013-05-08
013,1975-01-01,FROM,UNKNOWN,Texaco Exploration Norway AS,12.50000,NULL,20860,804,9999-12-31,2013-05-08
013,1975-01-01,TO,UNKNOWN,Deminex Norge AS,20.62500,NULL,20860,254,9999-12-31,2013-05-08
013,1975-01-01,TO,UNKNOWN,Pelican AS,7.50000,NULL,20860,606,9999-12-31,2013-05-08
013,1975-01-01,TO,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20860,672,9999-12-31,2013-05-08
013,1971-05-01,FROM,UNKNOWN,Texas Overseas Petroleum Company,50.00000,NULL,20860,826,9999-12-31,2013-05-08
013,1971-05-01,FROM,UNKNOWN,California Asiatic Oil co of Norway,50.00000,NULL,20860,177,9999-12-31,2013-05-08
013,1971-05-01,TO,UNKNOWN,Conoco Norway Inc.,47.50000,NULL,20860,210,9999-12-31,2013-05-08
013,1971-05-01,TO,UNKNOWN,Pelican AS,2.50000,NULL,20860,606,9999-12-31,2013-05-08
013,1971-05-01,TO,UNKNOWN,Texaco Exploration Norway AS,25.00000,NULL,20860,804,9999-12-31,2013-05-08
013,1971-05-01,TO,UNKNOWN,Chevron Petroleum Company of Norway,25.00000,NULL,20860,188,9999-12-31,2013-05-08
014,1977-07-31,FROM,UNKNOWN,Deminex Norge AS,43.00000,NULL,20868,254,9999-12-31,2013-05-08
014,1977-07-31,FROM,UNKNOWN,Pelican AS,21.00000,NULL,20868,606,9999-12-31,2013-05-08
014,1977-07-31,TO,UNKNOWN,Petroswede Norge A/S,8.00000,NULL,20868,672,9999-12-31,2013-05-08
014,1977-07-31,TO,UNKNOWN,Saga Petroleum ASA,16.00000,NULL,20868,716,9999-12-31,2013-05-08
014,1977-07-31,TO,UNKNOWN,Scandinavian Sun Oil A/S,20.00000,NULL,20868,727,9999-12-31,2013-05-08
014,1977-07-31,TO,UNKNOWN,Den norske stats oljeselskap a.s,20.00000,NULL,20868,749,9999-12-31,2013-05-08
014,1976-12-31,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20868,188,9999-12-31,2013-05-08
014,1976-12-31,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20868,210,9999-12-31,2013-05-08
014,1976-12-31,FROM,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20868,672,9999-12-31,2013-05-08
014,1976-12-31,FROM,UNKNOWN,Texas Overseas Petroleum Company,12.50000,NULL,20868,826,9999-12-31,2013-05-08
014,1976-12-31,TO,UNKNOWN,Deminex Norge AS,54.37500,NULL,20868,254,9999-12-31,2013-05-08
014,1976-12-31,TO,UNKNOWN,Pelican AS,15.00000,NULL,20868,606,9999-12-31,2013-05-08
014,1975-01-01,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20868,210,9999-12-31,2013-05-08
014,1975-01-01,FROM,UNKNOWN,Texaco Exploration Norway AS,25.00000,NULL,20868,804,9999-12-31,2013-05-08
014,1975-01-01,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20868,188,9999-12-31,2013-05-08
014,1975-01-01,TO,UNKNOWN,Deminex Norge AS,20.62500,NULL,20868,254,9999-12-31,2013-05-08
014,1975-01-01,TO,UNKNOWN,Pelican AS,7.50000,NULL,20868,606,9999-12-31,2013-05-08
014,1975-01-01,TO,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20868,672,9999-12-31,2013-05-08
014,1975-01-01,TO,UNKNOWN,Texas Overseas Petroleum Company,12.50000,NULL,20868,826,9999-12-31,2013-05-08
014,1971-05-01,FROM,UNKNOWN,California Asiatic Oil co of Norway,50.00000,NULL,20868,177,9999-12-31,2013-05-08
014,1971-05-01,FROM,UNKNOWN,Texas Overseas Petroleum Company,50.00000,NULL,20868,826,9999-12-31,2013-05-08
014,1971-05-01,TO,UNKNOWN,Chevron Petroleum Company of Norway,25.00000,NULL,20868,188,9999-12-31,2013-05-08
014,1971-05-01,TO,UNKNOWN,Conoco Norway Inc.,47.50000,NULL,20868,210,9999-12-31,2013-05-08
014,1971-05-01,TO,UNKNOWN,Pelican AS,2.50000,NULL,20868,606,9999-12-31,2013-05-08
014,1971-05-01,TO,UNKNOWN,Texaco Exploration Norway AS,25.00000,NULL,20868,804,9999-12-31,2013-05-08
015,1977-07-31,FROM,UNKNOWN,Deminex Norge AS,43.00000,NULL,20876,254,9999-12-31,2013-05-08
015,1977-07-31,FROM,UNKNOWN,Pelican AS,21.00000,NULL,20876,606,9999-12-31,2013-05-08
015,1977-07-31,TO,UNKNOWN,Petroswede Norge A/S,8.00000,NULL,20876,672,9999-12-31,2013-05-08
015,1977-07-31,TO,UNKNOWN,Saga Petroleum ASA,16.00000,NULL,20876,716,9999-12-31,2013-05-08
015,1977-07-31,TO,UNKNOWN,Scandinavian Sun Oil A/S,20.00000,NULL,20876,727,9999-12-31,2013-05-08
015,1977-07-31,TO,UNKNOWN,Den norske stats oljeselskap a.s,20.00000,NULL,20876,749,9999-12-31,2013-05-08
015,1976-12-31,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20876,188,9999-12-31,2013-05-08
015,1976-12-31,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20876,210,9999-12-31,2013-05-08
015,1976-12-31,FROM,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20876,672,9999-12-31,2013-05-08
015,1976-12-31,FROM,UNKNOWN,Texaco Exploration Norway AS,12.50000,NULL,20876,804,9999-12-31,2013-05-08
015,1976-12-31,TO,UNKNOWN,Deminex Norge AS,54.37500,NULL,20876,254,9999-12-31,2013-05-08
015,1976-12-31,TO,UNKNOWN,Pelican AS,15.00000,NULL,20876,606,9999-12-31,2013-05-08
015,1975-01-01,FROM,UNKNOWN,Chevron Petroleum Company of Norway,12.50000,NULL,20876,188,9999-12-31,2013-05-08
015,1975-01-01,FROM,UNKNOWN,Conoco Norway Inc.,23.75000,NULL,20876,210,9999-12-31,2013-05-08
015,1975-01-01,FROM,UNKNOWN,Texas Overseas Petroleum Company,25.00000,NULL,20876,826,9999-12-31,2013-05-08
015,1975-01-01,TO,UNKNOWN,Texaco Exploration Norway AS,12.50000,NULL,20876,804,9999-12-31,2013-05-08
015,1975-01-01,TO,UNKNOWN,Deminex Norge AS,20.62500,NULL,20876,254,9999-12-31,2013-05-08
015,1975-01-01,TO,UNKNOWN,Pelican AS,7.50000,NULL,20876,606,9999-12-31,2013-05-08
015,1975-01-01,TO,UNKNOWN,Petroswede Norge A/S,20.62500,NULL,20876,672,9999-12-31,2013-05-08
015,1971-05-01,FROM,UNKNOWN,California Asiatic Oil co of Norway,50.00000,NULL,20876,177,9999-12-31,2013-05-08
015,1971-05-01,FROM,UNKNOWN,Texas Overseas Petroleum Company,25.00000,NULL,20876,826,9999-12-31,2013-05-08
015,1971-05-01,TO,UNKNOWN,Chevron Petroleum Company of Norway,25.00000,NULL,20876,188,9999-12-31,2013-05-08
015,1971-05-01,TO,UNKNOWN,Conoco Norway Inc.,47.50000,NULL,20876,210,9999-12-31,2013-05-08
015,1971-05-01,TO,UNKNOWN,Pelican AS,2.50000,NULL,20876,606,9999-12-31,2013-05-08
016,1992-07-15,FROM,UNKNOWN,Elf Rep Norge A/S,0.45600,NULL,20884,309,9999-12-31,2013-05-08
016,1992-07-15,TO,UNKNOWN,Elf Rex Norge AS,0.45600,NULL,20884,320,9999-12-31,2013-05-08
016,1990-11-22,FROM,UNKNOWN,Coparex Norge A/S,0.39900,NULL,20884,243,9999-12-31,2013-05-08
016,1990-11-22,FROM,UNKNOWN,Eurafrep Norge A/S,0.45600,NULL,20884,364,9999-12-31,2013-05-08
016,1990-11-22,FROM,UNKNOWN,Cofranord A/S,0.30400,NULL,20884,199,9999-12-31,2013-05-08
016,1990-11-22,TO,UNKNOWN,Elf Rep Norge A/S,0.45600,NULL,20884,309,9999-12-31,2013-05-08
016,1990-11-22,TO,UNKNOWN,Elf Rex Norge AS,0.39900,NULL,20884,320,9999-12-31,2013-05-08
016,1990-11-22,TO,UNKNOWN,Norminol AS,0.30400,NULL,20884,529,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Aquitaine Norge A/S,3.55000,NULL,20884,111,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Elf Norge A/S,7.10000,NULL,20884,287,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Cofranord A/S,0.09600,NULL,20884,199,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Coparex Norge A/S,0.12600,NULL,20884,243,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Eurafrep Norge A/S,0.14400,NULL,20884,364,9999-12-31,2013-05-08
016,1977-07-01,FROM,UNKNOWN,Total Norge AS,1.27800,NULL,20884,848,9999-12-31,2013-05-08
016,1977-07-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,4.20000,NULL,20884,430,9999-12-31,2013-05-08
016,1977-07-01,TO,UNKNOWN,Elf Petroleum Norge AS,8.09400,NULL,20884,298,9999-12-31,2013-05-08
016,1968-01-01,FROM,UNKNOWN,Norsk Agip  AS,5.22000,NULL,20884,45,9999-12-31,2013-05-08
016,1968-01-01,FROM,UNKNOWN,Phillips Petroleum Company Norway,14.78000,NULL,20884,694,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Aquitaine Norge A/S,3.55000,NULL,20884,111,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Cofranord A/S,0.40000,NULL,20884,199,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Coparex Norge A/S,0.52500,NULL,20884,243,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Elf Norge A/S,7.10000,NULL,20884,287,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Eurafrep Norge A/S,0.60000,NULL,20884,364,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,2.50000,NULL,20884,430,9999-12-31,2013-05-08
016,1968-01-01,TO,UNKNOWN,Total Norge AS,5.32500,NULL,20884,848,9999-12-31,2013-05-08
017,1990-11-22,FROM,UNKNOWN,Cofranord A/S,0.30400,NULL,20892,199,9999-12-31,2013-05-08
017,1990-11-22,FROM,UNKNOWN,Coparex Norge A/S,0.39900,NULL,20892,243,9999-12-31,2013-05-08
017,1990-11-22,FROM,UNKNOWN,Eurafrep Norge A/S,0.45600,NULL,20892,364,9999-12-31,2013-05-08
017,1990-11-22,TO,UNKNOWN,Elf Rex Norge AS,0.39900,NULL,20892,320,9999-12-31,2013-05-08
017,1990-11-22,TO,UNKNOWN,Norminol AS,0.30400,NULL,20892,529,9999-12-31,2013-05-08
017,1990-11-22,TO,UNKNOWN,Elf Rep Norge A/S,0.45600,NULL,20892,309,9999-12-31,2013-05-08
017,1977-07-01,FROM,UNKNOWN,Aquitaine Norge A/S,2.69800,NULL,20892,111,9999-12-31,2013-05-08
017,1977-07-01,FROM,UNKNOWN,Elf Norge A/S,5.39600,NULL,20892,287,9999-12-31,2013-05-08
017,1977-07-01,TO,UNKNOWN,Elf Petroleum Norge AS,8.09400,NULL,20892,298,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Aquitaine Norge A/S,0.85200,NULL,20892,111,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Cofranord A/S,0.09600,NULL,20892,199,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Coparex Norge A/S,0.12600,NULL,20892,243,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Elf Norge A/S,1.70400,NULL,20892,287,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Eurafrep Norge A/S,0.14400,NULL,20892,364,9999-12-31,2013-05-08
017,1977-01-01,FROM,UNKNOWN,Total Norge AS,1.27800,NULL,20892,848,9999-12-31,2013-05-08
017,1977-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,4.20000,NULL,20892,430,9999-12-31,2013-05-08
017,1968-01-01,FROM,UNKNOWN,Norsk Agip  AS,5.22000,NULL,20892,45,9999-12-31,2013-05-08
017,1968-01-01,FROM,UNKNOWN,Phillips Petroleum Company Norway,14.78000,NULL,20892,694,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Aquitaine Norge A/S,3.55000,NULL,20892,111,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Cofranord A/S,0.40000,NULL,20892,199,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Coparex Norge A/S,0.52500,NULL,20892,243,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Elf Norge A/S,7.10000,NULL,20892,287,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Eurafrep Norge A/S,0.60000,NULL,20892,364,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,2.50000,NULL,20892,430,9999-12-31,2013-05-08
017,1968-01-01,TO,UNKNOWN,Total Norge AS,5.32500,NULL,20892,848,9999-12-31,2013-05-08
018,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,7.60400,NULL,20900,4511658,9999-12-31,2013-05-08
018,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,7.60400,NULL,20900,17237817,9999-12-31,2013-05-08
018,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,0.95000,NULL,20900,4511854,9999-12-31,2013-05-08
018,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,0.95000,NULL,20900,4511658,9999-12-31,2013-05-08
018,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,6.65400,NULL,20900,4524355,9999-12-31,2013-05-08
018,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),0.95000,NULL,20900,1622484,9999-12-31,2013-05-08
018,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,6.65400,NULL,20900,4511658,9999-12-31,2013-05-08
018,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,0.95000,NULL,20900,4511854,9999-12-31,2013-05-08
018,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,6.65400,NULL,20900,430,9999-12-31,2013-05-08
018,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,6.65400,NULL,20900,4524355,9999-12-31,2013-05-08
018,2003-12-15,FROM,MERGER/TAKEOVER,Norsk Agip  AS,12.38800,NULL,20900,45,9999-12-31,2013-05-08
018,2003-12-15,TO,MERGER/TAKEOVER,Eni Norge AS,12.38800,NULL,20900,2388594,9999-12-31,2013-05-08
018,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,39.89600,NULL,20900,1340884,9999-12-31,2013-05-08
018,2003-05-06,FROM,CHANGE OF COMPANY NAME,Phillips Petroleum Norsk AS,35.11200,NULL,20900,705,9999-12-31,2013-05-08
018,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,39.89600,NULL,20900,2410708,9999-12-31,2013-05-08
018,2003-05-06,TO,CHANGE OF COMPANY NAME,ConocoPhillips Skandinavia AS,35.11200,NULL,20900,2410696,9999-12-31,2013-05-08
018,2003-03-05,FROM,TRANSFER,ConocoPhillips Norge,35.11200,NULL,20900,2144081,9999-12-31,2013-05-08
018,2003-03-05,TO,TRANSFER,Phillips Petroleum Norsk AS,35.11200,NULL,20900,705,9999-12-31,2013-05-08
018,2002-10-23,FROM,CHANGE OF COMPANY NAME,Phillips Petroleum Company Norway,35.11200,NULL,20900,694,9999-12-31,2013-05-08
018,2002-10-23,TO,CHANGE OF COMPANY NAME,ConocoPhillips Norge,35.11200,NULL,20900,2144081,9999-12-31,2013-05-08
018,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,31.87000,NULL,20900,848,9999-12-31,2013-05-08
018,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,31.87000,NULL,20900,1340884,9999-12-31,2013-05-08
018,2001-06-17,FROM,SDFI,SDØE,5.00000,NULL,20900,1623450,9999-12-31,2013-05-08
018,2001-06-17,TO,SDFI,Petoro AS,5.00000,NULL,20900,1626839,9999-12-31,2013-05-08
018,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,5.95000,NULL,20900,749,9999-12-31,2013-05-08
018,2001-05-10,TO,SDFI,Statoil ASA (old),0.95000,NULL,20900,1622484,9999-12-31,2013-05-08
018,2001-05-10,TO,SDFI,SDØE,5.00000,NULL,20900,1623450,9999-12-31,2013-05-08
018,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,0.28900,NULL,20900,716,9999-12-31,2013-05-08
018,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,0.28900,NULL,20900,430,9999-12-31,2013-05-08
018,2000-12-20,FROM,MERGER/TAKEOVER,Fina Production Licenses AS,28.50000,NULL,20900,386,9999-12-31,2013-05-08
018,2000-12-20,TO,MERGER/TAKEOVER,Total Norge AS,28.50000,NULL,20900,848,9999-12-31,2013-05-08
018,2000-07-24,FROM,CHANGE OF COMPANY NAME,Elf Petroleum Norge AS,8.02600,NULL,20900,298,9999-12-31,2013-05-08
018,2000-07-24,TO,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,8.02600,NULL,20900,1340884,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,0.33500,NULL,20900,430,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Fina Production Licenses AS,1.50000,NULL,20900,386,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Norsk Agip  AS,0.65200,NULL,20900,45,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Phillips Petroleum Company Norway,1.84800,NULL,20900,694,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Total Norge AS,0.17700,NULL,20900,848,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Saga Petroleum ASA,0.01500,NULL,20900,716,9999-12-31,2013-05-08
018,1999-01-01,FROM,TRANSFER,Elf Petroleum Norge AS,0.42300,NULL,20900,298,9999-12-31,2013-05-08
018,1999-01-01,TO,TRANSFER,Den norske stats oljeselskap a.s,4.95000,5.00000,20900,749,9999-12-31,2013-05-08
018,1997-01-01,FROM,UNKNOWN,Elf Rex Norge AS,0.85500,NULL,20900,320,9999-12-31,2013-05-08
018,1997-01-01,TO,UNKNOWN,Elf Petroleum Norge AS,0.85500,NULL,20900,298,9999-12-31,2013-05-08
018,1995-01-01,FROM,UNKNOWN,Norminol AS,0.30400,NULL,20900,529,9999-12-31,2013-05-08
018,1995-01-01,TO,UNKNOWN,Saga Petroleum ASA,0.30400,NULL,20900,716,9999-12-31,2013-05-08
018,1992-08-14,FROM,UNKNOWN,Elf Aquitaine Norge A/S,7.59400,NULL,20900,331,9999-12-31,2013-05-08
018,1992-08-14,FROM,UNKNOWN,Elf Rep Norge A/S,0.45600,NULL,20900,309,9999-12-31,2013-05-08
018,1992-08-14,TO,UNKNOWN,Elf Petroleum Norge AS,7.59400,NULL,20900,298,9999-12-31,2013-05-08
018,1992-08-14,TO,UNKNOWN,Elf Rex Norge AS,0.45600,NULL,20900,320,9999-12-31,2013-05-08
018,1990-11-22,FROM,UNKNOWN,Eurafrep Norge A/S,0.45600,NULL,20900,364,9999-12-31,2013-05-08
018,1990-11-22,FROM,UNKNOWN,Coparex Norge A/S,0.39900,NULL,20900,243,9999-12-31,2013-05-08
018,1990-11-22,FROM,UNKNOWN,Cofranord A/S,0.30400,NULL,20900,199,9999-12-31,2013-05-08
018,1990-11-22,TO,UNKNOWN,Norminol AS,0.30400,NULL,20900,529,9999-12-31,2013-05-08
018,1990-11-22,TO,UNKNOWN,Elf Rex Norge AS,0.39900,NULL,20900,320,9999-12-31,2013-05-08
018,1990-11-22,TO,UNKNOWN,Elf Rep Norge A/S,0.45600,NULL,20900,309,9999-12-31,2013-05-08
018,1988-04-01,FROM,UNKNOWN,Total Norge AS,0.50000,NULL,20900,848,9999-12-31,2013-05-08
018,1988-04-01,FROM,UNKNOWN,Elf Aquitaine Norge A/S,0.50000,NULL,20900,331,9999-12-31,2013-05-08
018,1988-04-01,TO,UNKNOWN,Den norske stats oljeselskap a.s,1.00000,NULL,20900,749,9999-12-31,2013-05-08
018,1977-07-01,FROM,UNKNOWN,Elf Norge A/S,5.39600,NULL,20900,287,9999-12-31,2013-05-08
018,1977-07-01,FROM,UNKNOWN,Aquitaine Norge A/S,2.69800,NULL,20900,111,9999-12-31,2013-05-08
018,1977-07-01,TO,UNKNOWN,Elf Aquitaine Norge A/S,8.09400,NULL,20900,331,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Aquitaine Norge A/S,0.85200,NULL,20900,111,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Cofranord A/S,0.09600,NULL,20900,199,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Coparex Norge A/S,0.12600,NULL,20900,243,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Elf Norge A/S,1.70400,NULL,20900,287,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Eurafrep Norge A/S,0.14400,NULL,20900,364,9999-12-31,2013-05-08
018,1971-01-01,FROM,UNKNOWN,Total Norge AS,1.27800,NULL,20900,848,9999-12-31,2013-05-08
018,1971-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,4.20000,NULL,20900,430,9999-12-31,2013-05-08
018,1968-01-01,FROM,UNKNOWN,Norsk Agip  AS,5.22000,NULL,20900,45,9999-12-31,2013-05-08
018,1968-01-01,FROM,UNKNOWN,Phillips Petroleum Company Norway,14.78000,NULL,20900,694,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Aquitaine Norge A/S,3.55000,NULL,20900,111,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Cofranord A/S,0.40000,NULL,20900,199,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Coparex Norge A/S,0.52500,NULL,20900,243,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Elf Norge A/S,7.10000,NULL,20900,287,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Eurafrep Norge A/S,0.60000,NULL,20900,364,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Norsk Hydro Produksjon AS,2.50000,NULL,20900,430,9999-12-31,2013-05-08
018,1968-01-01,TO,UNKNOWN,Total Norge AS,5.32500,NULL,20900,848,9999-12-31,2013-05-08
018 B,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,7.60400,NULL,20908,4511658,9999-12-31,2013-05-08
018 B,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,7.60400,NULL,20908,17237817,9999-12-31,2013-05-08
018 B,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,0.95000,NULL,20908,4511854,9999-12-31,2013-05-08
018 B,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,0.95000,NULL,20908,4511658,9999-12-31,2013-05-08
