baaName,baaTransferDateValidFrom,baaTransferDirection,baaTransferKind,cmpLongName,baaTransferredInterest,baaTransferSdfi,baaNpdidBsnsArrArea,cmpNpdidCompany,baaTransferDateUpdated,dateSyncNPD
SNORRE UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,11.15810,NULL,40906,2835212,9999-12-31,2013-05-08
SNORRE UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,5.95100,NULL,40906,1340884,9999-12-31,2013-05-08
SNORRE UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,5.95100,NULL,40906,2410708,9999-12-31,2013-05-08
SNORRE UNIT,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,1.18060,NULL,40906,342,9999-12-31,2013-05-08
SNORRE UNIT,2001-12-31,TO,NULL,Enterprise Oil Norge AS,1.18060,NULL,40906,1853786,9999-12-31,2013-05-08
SNORRE UNIT,2001-06-17,FROM,NULL,SDØE,30.00000,NULL,40906,1623450,9999-12-31,2013-05-08
SNORRE UNIT,2001-06-17,TO,NULL,Petoro AS,30.00000,NULL,40906,1626839,9999-12-31,2013-05-08
SNORRE UNIT,2001-06-01,FROM,NULL,SDØE,1.40000,NULL,40906,1623450,9999-12-31,2013-05-08
SNORRE UNIT,2001-06-01,TO,NULL,Statoil ASA (old),1.40000,NULL,40906,1622484,9999-12-31,2013-05-08
SNORRE UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,44.39670,NULL,40906,749,9999-12-31,2013-05-08
SNORRE UNIT,2001-05-10,TO,NULL,Statoil ASA (old),12.99670,NULL,40906,1622484,9999-12-31,2013-05-08
SNORRE UNIT,2001-05-10,TO,NULL,SDØE,31.40000,NULL,40906,1623450,9999-12-31,2013-05-08
SNORRE UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,8.72780,NULL,40906,716,9999-12-31,2013-05-08
SNORRE UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,8.72780,NULL,40906,430,9999-12-31,2013-05-08
SNORRE UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,5.95100,NULL,40906,298,9999-12-31,2013-05-08
SNORRE UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,5.95100,NULL,40906,1340884,9999-12-31,2013-05-08
SNORRE UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,2.99670,NULL,40906,716,9999-12-31,2013-05-08
SNORRE UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,2.99670,NULL,40906,749,9999-12-31,2013-05-08
SNORRE UNIT,1998-12-17,FROM,NULL,Deminex Norge AS,8.87870,NULL,40906,254,9999-12-31,2013-05-08
SNORRE UNIT,1998-12-17,TO,NULL,RWE Dea Norge AS,8.87870,NULL,40906,97557,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,FROM,NULL,Enterprise Oil Norwegian AS,0.27530,NULL,40906,342,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,FROM,NULL,Amerada Hess Norge AS,0.27530,NULL,40906,67,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,FROM,NULL,Deminex Norge AS,1.15610,NULL,40906,254,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,FROM,NULL,Saga Petroleum ASA,0.22020,NULL,40906,716,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,TO,NULL,Elf Petroleum Norge AS,0.44040,NULL,40906,298,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,TO,NULL,Norsk Hydro Produksjon AS,0.66070,NULL,40906,430,9999-12-31,2013-05-08
SNORRE UNIT,1998-08-01,TO,NULL,Esso Exploration and Production Norway A/S,0.82580,NULL,40906,353,9999-12-31,2013-05-08
SNORRE UNIT,1995-05-09,FROM,NULL,DNO Olje A/S,0.68880,NULL,40906,276,9999-12-31,2013-05-08
SNORRE UNIT,1995-05-09,TO,NULL,Saga Petroleum ASA,0.68880,NULL,40906,716,9999-12-31,2013-05-08
SNORRE UNIT,1990-01-01,FROM,NULL,Den norske stats oljeselskap a.s,9.60000,NULL,40906,749,9999-12-31,2013-05-08
SNORRE UNIT,1990-01-01,TO,NULL,Idemitsu Petroleum Norge AS,9.60000,NULL,40906,441,9999-12-31,2013-05-08
SNORRE UNIT,1989-04-14,FROM,NULL,Texas Eastern Norwegian Inc.,1.45590,NULL,40906,837,9999-12-31,2013-05-08
SNORRE UNIT,1989-04-14,TO,NULL,Enterprise Oil Norwegian AS,1.45590,NULL,40906,342,9999-12-31,2013-05-08
SNORRE UNIT,1988-07-08,FROM,NULL,Amoco Norway Oil Company,2.91180,NULL,40906,78,9999-12-31,2013-05-08
SNORRE UNIT,1988-07-08,TO,NULL,Deminex Norge AS,2.91180,NULL,40906,254,9999-12-31,2013-05-08
SNØHVIT UNIT,2011-01-01,FROM,TRANSFER,Hess Norge AS,3.26000,NULL,1333943,4038735,9999-12-31,2013-05-08
SNØHVIT UNIT,2011-01-01,TO,TRANSFER,Statoil Petroleum AS,3.26000,NULL,1333943,17237817,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,33.53000,NULL,1333943,4511658,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,33.53000,NULL,1333943,17237817,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-01-02,FROM,MERGER/TAKEOVER,StatoilHydro ASA,33.53000,NULL,1333943,4511854,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-01-02,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,33.53000,NULL,1333943,4511658,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-01-01,FROM,CHANGE OF COMPANY NAME,Gaz de France Norge AS,12.00000,NULL,1333943,1628733,9999-12-31,2013-05-08
SNØHVIT UNIT,2009-01-01,TO,CHANGE OF COMPANY NAME,GDF SUEZ E&P Norge AS,12.00000,NULL,1333943,5267845,9999-12-31,2013-05-08
SNØHVIT UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),33.53000,NULL,1333943,1622484,9999-12-31,2013-05-08
SNØHVIT UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,33.53000,NULL,1333943,4511854,9999-12-31,2013-05-08
SNØHVIT UNIT,2006-06-26,FROM,NULL,Amerada Hess Norge AS,3.26000,NULL,1333943,67,9999-12-31,2013-05-08
SNØHVIT UNIT,2006-06-26,TO,NULL,Hess Norge AS,3.26000,NULL,1333943,4038735,9999-12-31,2013-05-08
SNØHVIT UNIT,2004-01-01,FROM,NULL,Svenska Petroleum Exploration AS,1.24000,NULL,1333943,738,9999-12-31,2013-05-08
SNØHVIT UNIT,2004-01-01,FROM,NULL,Norsk Hydro Produksjon AS,10.00000,NULL,1333943,430,9999-12-31,2013-05-08
SNØHVIT UNIT,2004-01-01,TO,NULL,Statoil ASA (old),11.24000,NULL,1333943,1622484,9999-12-31,2013-05-08
SNØHVIT UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,18.40000,NULL,1333943,1340884,9999-12-31,2013-05-08
SNØHVIT UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,18.40000,NULL,1333943,2410708,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-12-18,FROM,NULL,Total Norge AS,18.40000,NULL,1333943,848,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,18.40000,NULL,1333943,1340884,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-06-17,FROM,NULL,SDØE,30.00000,NULL,1333943,1623450,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-06-17,TO,NULL,Petoro AS,30.00000,NULL,1333943,1626839,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-06-06,FROM,NULL,Statoil ASA (old),12.00000,NULL,1333943,1622484,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-06-06,TO,NULL,Gaz de France Norge AS,12.00000,NULL,1333943,1628733,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,64.29000,NULL,1333943,749,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-05-10,TO,NULL,Statoil ASA (old),34.29000,NULL,1333943,1622484,9999-12-31,2013-05-08
SNØHVIT UNIT,2001-05-10,TO,NULL,SDØE,30.00000,NULL,1333943,1623450,9999-12-31,2013-05-08
STATFJORD UNIT,2012-04-30,FROM,TRANSFER,ConocoPhillips Skandinavia AS,10.32747,NULL,41686,2410696,9999-12-31,2013-05-08
STATFJORD UNIT,2012-04-30,FROM,TRANSFER,ConocoPhillips (U.K.) Limited.,4.84377,NULL,41686,2748185,9999-12-31,2013-05-08
STATFJORD UNIT,2012-04-30,TO,TRANSFER,Centrica Resources Limited,4.84377,NULL,41686,3000873,9999-12-31,2013-05-08
STATFJORD UNIT,2012-04-30,TO,TRANSFER,Centrica Resources (Norge) AS,10.32747,NULL,41686,4238233,9999-12-31,2013-05-08
STATFJORD UNIT,2010-01-01,FROM,TRANSFER,Enterprise Oil Norge AS,0.89030,NULL,41686,1853786,9999-12-31,2013-05-08
STATFJORD UNIT,2010-01-01,FROM,TRANSFER,A/S Norske Shell,8.54687,NULL,41686,562,9999-12-31,2013-05-08
STATFJORD UNIT,2010-01-01,TO,TRANSFER,Centrica Resources (Norge) AS,9.43717,NULL,41686,4238233,9999-12-31,2013-05-08
STATFJORD UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,44.33688,NULL,41686,4511658,9999-12-31,2013-05-08
STATFJORD UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,44.33688,NULL,41686,17237817,9999-12-31,2013-05-08
STATFJORD UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,44.33688,NULL,41686,4511854,9999-12-31,2013-05-08
STATFJORD UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,44.33688,NULL,41686,4511658,9999-12-31,2013-05-08
STATFJORD UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),44.33688,NULL,41686,1622484,9999-12-31,2013-05-08
STATFJORD UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,44.33688,NULL,41686,4511854,9999-12-31,2013-05-08
STATFJORD UNIT,2007-01-01,FROM,NULL,Norske ConocoPhillips AS,10.32747,NULL,41686,2399056,9999-12-31,2013-05-08
STATFJORD UNIT,2007-01-01,TO,NULL,ConocoPhillips Skandinavia AS,10.32747,NULL,41686,2410696,9999-12-31,2013-05-08
STATFJORD UNIT,2006-01-01,FROM,NULL,BP Petroleum Development Ltd,4.84377,NULL,41686,42067,9999-12-31,2013-05-08
STATFJORD UNIT,2006-01-01,TO,NULL,Centrica Resources Limited,4.84377,NULL,41686,3000873,9999-12-31,2013-05-08
STATFJORD UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,21.36717,NULL,41686,353,9999-12-31,2013-05-08
STATFJORD UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,21.36717,NULL,41686,2835212,9999-12-31,2013-05-08
STATFJORD UNIT,2004-04-01,FROM,NULL,Chevron Texaco UK Ltd.,4.84377,NULL,41686,2748096,9999-12-31,2013-05-08
STATFJORD UNIT,2004-04-01,TO,NULL,Centrica Resources Limited,4.84377,NULL,41686,3000873,9999-12-31,2013-05-08
STATFJORD UNIT,2003-03-22,FROM,NULL,Norske Conoco A/S,10.32747,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,2003-03-22,FROM,NULL,CONOCO (UK) LTD,4.84377,NULL,41686,42056,9999-12-31,2013-05-08
STATFJORD UNIT,2003-03-22,TO,NULL,Norske ConocoPhillips AS,10.32747,NULL,41686,2399056,9999-12-31,2013-05-08
STATFJORD UNIT,2003-03-22,TO,NULL,ConocoPhillips (U.K.) Limited.,4.84377,NULL,41686,2748185,9999-12-31,2013-05-08
STATFJORD UNIT,2002-11-19,FROM,NULL,Chevron UK Ltd.,4.84377,NULL,41686,42078,9999-12-31,2013-05-08
STATFJORD UNIT,2002-11-19,TO,NULL,Chevron Texaco UK Ltd.,4.84377,NULL,41686,2748096,9999-12-31,2013-05-08
STATFJORD UNIT,2002-01-02,FROM,NULL,Mobil Development Norway AS,12.82030,NULL,41686,474,9999-12-31,2013-05-08
STATFJORD UNIT,2002-01-02,TO,NULL,Esso Exploration and Production Norway A/S,12.82030,NULL,41686,353,9999-12-31,2013-05-08
STATFJORD UNIT,2002-01-01,FROM,NULL,Enterprise Oil Norwegian AS,0.89030,NULL,41686,342,9999-12-31,2013-05-08
STATFJORD UNIT,2002-01-01,TO,NULL,Enterprise Oil Norge AS,0.89030,NULL,41686,1853786,9999-12-31,2013-05-08
STATFJORD UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,44.33688,NULL,41686,749,9999-12-31,2013-05-08
STATFJORD UNIT,2001-05-10,TO,NULL,Statoil ASA (old),44.33688,NULL,41686,1622484,9999-12-31,2013-05-08
STATFJORD UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,1.60254,NULL,41686,716,9999-12-31,2013-05-08
STATFJORD UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,1.60254,NULL,41686,749,9999-12-31,2013-05-08
STATFJORD UNIT,1997-07-01,FROM,NULL,Amerada Hess Norge AS,0.89030,NULL,41686,67,9999-12-31,2013-05-08
STATFJORD UNIT,1997-07-01,TO,NULL,Norske Conoco A/S,0.89030,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,1995-01-01,FROM,NULL,Amoco Norway Oil Company,0.89030,NULL,41686,78,9999-12-31,2013-05-08
STATFJORD UNIT,1995-01-01,TO,NULL,Norske Conoco A/S,0.89030,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,FROM,NULL,Chevron UK Ltd.,0.07667,NULL,41686,42078,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,FROM,NULL,BP Petroleum Development Ltd,0.07667,NULL,41686,42067,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,FROM,NULL,CONOCO (UK) LTD,0.07667,NULL,41686,42056,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Saga Petroleum ASA,0.00431,NULL,41686,716,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Norske Conoco A/S,0.02300,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Mobil Development Norway AS,0.03450,NULL,41686,474,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,A/S Norske Shell,0.02300,NULL,41686,562,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Enterprise Oil Norwegian AS,0.00240,NULL,41686,342,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Den norske stats oljeselskap a.s,0.11500,NULL,41686,749,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Amoco Norway Oil Company,0.00240,NULL,41686,78,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Amerada Hess Norge AS,0.00240,NULL,41686,67,9999-12-31,2013-05-08
STATFJORD UNIT,1994-07-01,TO,NULL,Esso Exploration and Production Norway A/S,0.02300,NULL,41686,353,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,FROM,NULL,CONOCO (UK) LTD,0.38182,NULL,41686,42056,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,FROM,NULL,BP Petroleum Development Ltd,0.38182,NULL,41686,42067,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,FROM,NULL,Chevron UK Ltd.,0.38182,NULL,41686,42078,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Saga Petroleum ASA,0.02149,NULL,41686,716,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Norske Conoco A/S,0.11455,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Mobil Development Norway AS,0.17180,NULL,41686,474,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Esso Exploration and Production Norway A/S,0.11455,NULL,41686,353,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Enterprise Oil Norwegian AS,0.01193,NULL,41686,342,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Den norske stats oljeselskap a.s,0.57273,NULL,41686,749,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Amoco Norway Oil Company,0.01193,NULL,41686,78,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,Amerada Hess Norge AS,0.01193,NULL,41686,67,9999-12-31,2013-05-08
STATFJORD UNIT,1991-09-01,TO,NULL,A/S Norske Shell,0.11455,NULL,41686,562,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,FROM,NULL,GULF (U.K.) OFFSHORE INVESTMENT LTD,2.65113,NULL,41686,41741,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,FROM,NULL,GULF OIL CORPORATION,2.65113,NULL,41686,41752,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,FROM,NULL,Conoco North Sea Inc.,5.30226,NULL,41686,41730,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,FROM,NULL,BRITOIL,5.30226,NULL,41686,2825,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,TO,NULL,CONOCO (UK) LTD,5.30226,NULL,41686,42056,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,TO,NULL,Chevron UK Ltd.,5.30226,NULL,41686,42078,9999-12-31,2013-05-08
STATFJORD UNIT,1990-01-01,TO,NULL,BP Petroleum Development Ltd,5.30226,NULL,41686,42067,9999-12-31,2013-05-08
STATFJORD UNIT,1989-04-14,FROM,NULL,Texas Eastern Norwegian Inc.,0.87597,NULL,41686,837,9999-12-31,2013-05-08
STATFJORD UNIT,1989-04-14,TO,NULL,Enterprise Oil Norwegian AS,0.87597,NULL,41686,342,9999-12-31,2013-05-08
STATFJORD UNIT,1982-01-01,FROM,NULL,BRITISH NATIONAL OIL CORPORATION,5.30226,NULL,41686,41719,9999-12-31,2013-05-08
STATFJORD UNIT,1982-01-01,TO,NULL,BRITOIL,5.30226,NULL,41686,2825,9999-12-31,2013-05-08
STATFJORD UNIT,1981-01-01,FROM,NULL,Conoco Norway Inc.,8.40932,NULL,41686,210,9999-12-31,2013-05-08
STATFJORD UNIT,1981-01-01,TO,NULL,Norske Conoco A/S,8.40932,NULL,41686,221,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Mobil Development Norway AS,0.71870,NULL,41686,474,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Texas Eastern Norwegian Inc.,0.04993,NULL,41686,837,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Amoco Norway Oil Company,0.04993,NULL,41686,78,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Amerada Hess Norge AS,0.04993,NULL,41686,67,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Saga Petroleum ASA,0.08976,NULL,41686,716,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,A/S Norske Shell,0.47918,NULL,41686,562,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Esso Exploration and Production Norway A/S,0.47918,NULL,41686,353,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Conoco Norway Inc.,0.47918,NULL,41686,210,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,FROM,NULL,Den norske stats oljeselskap a.s,2.39569,NULL,41686,749,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,TO,NULL,GULF OIL CORPORATION,0.79858,NULL,41686,41752,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,TO,NULL,GULF (U.K.) OFFSHORE INVESTMENT LTD,0.79858,NULL,41686,41741,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,TO,NULL,Conoco North Sea Inc.,1.59716,NULL,41686,41730,9999-12-31,2013-05-08
STATFJORD UNIT,1979-11-24,TO,NULL,BRITISH NATIONAL OIL CORPORATION,1.59716,NULL,41686,41719,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2012-04-30,FROM,TRANSFER,ConocoPhillips Skandinavia AS,6.04167,NULL,41233,2410696,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2012-04-30,TO,TRANSFER,Centrica Resources (Norge) AS,6.04167,NULL,41233,4238233,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2012-01-01,FROM,TRANSFER,Total E&P Norge AS,2.80000,NULL,41233,2410708,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2012-01-01,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,2.80000,NULL,41233,2835212,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2010-01-01,FROM,TRANSFER,Enterprise Oil Norge AS,0.52083,NULL,41233,1853786,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2010-01-01,FROM,TRANSFER,A/S Norske Shell,5.00000,NULL,41233,562,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2010-01-01,TO,TRANSFER,Centrica Resources (Norge) AS,5.52083,NULL,41233,4238233,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,31.68750,NULL,41233,4511658,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,31.68750,NULL,41233,17237817,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,25.04750,NULL,41233,4511854,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,25.04750,NULL,41233,4511658,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,6.64000,NULL,41233,4524355,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),25.04750,NULL,41233,1622484,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,6.64000,NULL,41233,4511658,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,25.04750,NULL,41233,4511854,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-01-02,FROM,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,6.04167,NULL,41233,2399056,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-01-02,TO,CHANGE OF COMPANY NAME,ConocoPhillips Skandinavia AS,6.04167,NULL,41233,2410696,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-01-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Produksjon AS,6.64000,NULL,41233,430,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2007-01-01,TO,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,6.64000,NULL,41233,4524355,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2004-10-01,FROM,NULL,Esso Exploration and Production Norway A/S,17.75000,NULL,41233,353,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2004-10-01,TO,NULL,ExxonMobil Exploration & Production Norway AS,17.75000,NULL,41233,2835212,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,2.80000,NULL,41233,1340884,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,2.80000,NULL,41233,2410708,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,6.04167,NULL,41233,221,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,6.04167,NULL,41233,2399056,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2002-01-02,FROM,TRANSFER,Mobil Development Norway AS,7.50000,NULL,41233,474,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2002-01-02,TO,TRANSFER,Esso Exploration and Production Norway A/S,7.50000,NULL,41233,353,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2002-01-01,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,0.52083,NULL,41233,342,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2002-01-01,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,0.52083,NULL,41233,1853786,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-06-17,FROM,CHANGE OF COMPANY NAME,SDØE,30.00000,NULL,41233,1623450,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-06-17,TO,CHANGE OF COMPANY NAME,Petoro AS,30.00000,NULL,41233,1626839,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-06-01,FROM,SDFI,SDØE,10.50000,NULL,41233,1623450,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-06-01,TO,SDFI,Statoil ASA (old),10.50000,NULL,41233,1622484,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,55.04750,NULL,41233,749,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-05-10,TO,NULL,Statoil ASA (old),14.54750,NULL,41233,1622484,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-05-10,TO,NULL,SDØE,40.50000,NULL,41233,1623450,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,2.44000,NULL,41233,716,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,2.44000,NULL,41233,430,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,2.80000,NULL,41233,298,9999-12-31,2013-05-08
STATFJORD ØST UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,2.80000,NULL,41233,1340884,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,2.34750,NULL,41233,716,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,2.34750,NULL,41233,749,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1998-12-17,FROM,CHANGE OF COMPANY NAME,Deminex Norge AS,1.40000,NULL,41233,254,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1998-12-17,TO,CHANGE OF COMPANY NAME,RWE Dea Norge AS,1.40000,NULL,41233,97557,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1997-07-01,FROM,TRANSFER,Amerada Hess Norge AS,0.52084,NULL,41233,67,9999-12-31,2013-05-08
STATFJORD ØST UNIT,1997-07-01,TO,TRANSFER,Norske Conoco A/S,0.52084,NULL,41233,221,9999-12-31,2013-05-08
